Num,Movements,Exercise Type,Target Muscle,Movement Pattern,Equipment,Skills Level,Desc
1906,Fyr2 Explosive Kettlebell Jump Squat,Strength,Quadriceps,Squat,Kettlebells,Intermediate,"Fyr2 Explosive Kettlebell Jump Squat is a type of full-body exercise that combines resistance training and explosive power training in order to build strength, power, and explosiveness The exercise consists of a swing, jump, and squat, done at rapid speed with a kettlebell, a type of weight This explosive movement engages every muscle group, and is one of the most effective ways to quickly improve strength, power, and overall fitness"
1907,Fyr2 Kettlebell Goblet Squat,Strength,Quadriceps,Squat,Kettlebells,Intermediate,"Fyr2 Kettlebell Goblet Squat is a functional fitness exercise used to build strength, stability, and coordination It involves holding a kettlebell by the horns in the goblet position, then performing a squat movement with correct abdominal and spine activation, before returning to the starting position It is a great exercise to perform as part of a warm-up or full workout routine"
1908,Fyr2 Kettlebell Reverse Lunge Switch Grip,Strength,Quadriceps,Lunge,Kettlebells,Intermediate,"Fyr2 Kettlebell Reverse Lunge Switch Grip is a fitness movement that challenges your core strength and balance It involves taking a big step backwards, with one kettlebell in each hand, lower one knee to the floor while keeping the other leg straight, and switch the grip of the kettlebells each time you move your legs It emphasizes form and control and can be used in a variety of workouts to increase the intensity of your workout"
1909,Fyr2 Kettlebell Reverse Lunge To Kneeling Press,Strength,Quadriceps,Lunge,Kettlebells,Intermediate,"The Fyr2 Kettlebell Reverse Lunge to Kneeling Press is a powerful full-body exercise that involves lunging backwards while holding a kettlebell with both hands, then kneeling and pressing it overhead This movement challenges your balance, engaged your core, and strengthens your legs, shoulders, and back It also increases range of motion and can be used as part of an interval training regime"
1910,Fyr2 Kettlebell Sumo Squat Pulse,Strength,Quadriceps,Squat,Kettlebells,Intermediate,"'Fyr2 Kettlebell Sumo Squat Pulse' is a dynamic and intense full-body movement that works your core, legs, and arms It combines a kettlebell sumo squat with pulses to increase muscular endurance and heart rate The movements are done in succession to maximize calorie burn and help tone your body"
1911,Fyr2 Reverse Lunge To Single-Leg Kettlebell Deadlift,Strength,Quadriceps,Lunge,Kettlebells,Intermediate,"Fyr2 Reverse Lunge To Single-Leg Kettlebell Deadlift is a strength and conditioning exercise that focuses on balance, stability, mobility, and building core strength It combines a reverse lunge and a single-leg kettlebell deadlift to target the glutes, hamstrings, quads, core, lower back, and shoulders while challenging your balance and stability on a single leg This exercise is perfect for adding a core challenge to your workout routine"
1912,Fyr2 Kettlebell Goblet-Squat-Deadlift Complex,Strength,Quadriceps,Squat,Kettlebells,Intermediate,"The Fyr2 Kettlebell Goblet-Squat-Deadlift Complex is a full-body workout that combines a set of three classic strength-training exercises It starts with a goblet squat, followed by two sets of alternating kettlebell swings and deadlifts This powerful combination builds strength, increases power, and improves overall muscle tone, while also burning fat and boosting cardiovascular health"
1913,Fyr2 Kettlebell Squat-Press-Deadlift Complex,Strength,Quadriceps,Squat,Kettlebells,Intermediate,"The ""Fyr2 Kettlebell Squat-Press-Deadlift Complex"" is an intense, whole-body workout designed to burn fat and build strength It involves performing five kettlebell exercises in succession: a kettlebell squat-press, a kettlebell deadlift, a kettlebell swing, a goblet squat, and a push-up The movement is meant to create an intense burn throughout the entire body, while also developing strength and power"
1914,Goblet Squats,Strength,Quadriceps,Squat,Kettlebells,Intermediate,"Goblet Squats are a great way to strengthen your lower body and core This functional movement is performed by holding a kettlebell close to your chest while performing a deep squat Goblet Squats help improve core strength, stability, balance, coordination, and overall lower body strength"
1915,Dumbbell Goblet Squat,Strength,Quadriceps,Push,Dumbbell,Beginner,"The Dumbbell Goblet Squat is a functional full body movement that targets the major muscles of the legs, glutes, and core It is a compound exercise that also utilizes a core stabilization component to increase stability, coordination, and proprioception The movement places a dumbbell at the chest and uses a constant tension to maintain an upright core and balance This exercise can also be varied in difficulty depending on the weight used and the speed of the repetition"
1916,Dumbbell Squat,Strength,Quadriceps,Push,Dumbbell,Beginner,"The Dumbbell Squat is a popular fitness movement used to tone legs, buttocks, and abdominal muscles It is done by standing with feet shoulder-width apart and feet facing forward, holding a pair of dumbbells, keeping the chest and head up, and lowering down into a seated-like position with the torso upright until the knees are bent approximately at a 90 degree angle before returning to the standing position"
1917,Dumbbell Lunges,Strength,Quadriceps,Lunge,Dumbbell,Intermediate,"Dumbbell Lunges is a strength-training exercise that targets your glutes, quads and hamstrings The movement starts standing with two weighted dumbbells held in front of you at shoulder height Next, you take a step forward with one foot and lower your hips until both knees are bent at a 90-degree angle Then, push back up to the starting position and repeat on the other side Doing this move regularly can help build strong legs and improve mobility in the"
1918,Dumbbell Reverse Lunge,Strength,Quadriceps,Lunge,Dumbbell,Intermediate,"The Dumbbell Reverse Lunge is an excellent full-body exercise that targets the legs, core, arm muscles, and the glutes It helps improve balance, stability, and strength, and its great for improving overall fitness levels It is a movement that involves stepping back while keeping your upper body and core engaged, leading to increased range of motion and coordination"
1919,Split Squat With Dumbbells,Strength,Quadriceps,Lunge,Dumbbell,Intermediate,"The Split Squat With Dumbbells is an exercise which targets a range of muscles in the legs, hips, glutes, and core It is a compound exercise which involves maintaining a split stance with dumbbells held in either hand while simultaneously squatting down towards the floor The split squat with dumbbells helps build strength and stability while also challenging and improving flexibility, balance, and coordination"
1920,Dumbbell Sumo Squat,Strength,Quadriceps,Squat,Dumbbell,Intermediate,"Dumbbell Sumo Squats are a great way to add some lower body and core strengthening to your gym routine It involves standing with feet wider than hip-width apart, with toes pointing outward, and holding one dumbbell with both hands in front of your chest With knees bent, lower your hips towards the floor, while maintaining good posture and keeping your core engaged When you reach the bottom, press through your heels to return to the standing position to complete one rep"
1921,Dumbbell Seated Box Jump,Plyometrics,Quadriceps,Squat,Dumbbell,Intermediate,"Dumbbell Seated Box Jump is a fitness movement that involves pushing off a box or platform while sitting in the bottom of a squat position with a pair of dumbbells It is designed to strengthen the muscles of the lower body, which can help improve power and explosiveness, and is often used as part of a conditioning routine"
1922,Dumbbell Step-Up,Strength,Quadriceps,Lunge,Dumbbell,Intermediate,"Dumbbell Step-Up is a functional exercise that provides a great fitness workout It involves stepping up onto a platform, like a bench or small box, with a dumbbell in each hand and then stepping down with the same leg while alternating weights This alternative to traditional squats and lunges increases leg strength and explosive power, while also improving leg stability, balance, and coordination"
1923,Dumbbell Step-Up,Strength,Quadriceps,Lunge,Dumbbell,Intermediate,"Dumbbell Step-Up is a functional exercise that provides a great fitness workout It involves stepping up onto a platform, like a bench or small box, with a dumbbell in each hand and then stepping down with the same leg while alternating weights This alternative to traditional squats and lunges increases leg strength and explosive power, while also improving leg stability, balance, and coordination"
1924,Dumbbell Walking Lunge,Strength,Quadriceps,Push,Dumbbell,Advanced,"Dumbbell Walking Lunges are a great way to strengthen your legs, glutes, and core muscles while increasing balance and stability This exercise involves holding a pair of dumbbells at your sides and stepping forward with one leg, lowering the back knee towards the ground Push off the heel of the forward foot to return to the starting position Keep alternating legs and walking for a set distance or for a prescribed number of repetitions"
1925,Dumbbell Squat To A Bench,Strength,Quadriceps,Squat,Dumbbell,Beginner,"The Dumbbell Squat To A Bench is a full body functional fitness movement that involves standing with a pair of dumbbells, squatting down to a bench and then back to the starting position It works primarily the glutes, hamstrings and quads while also engaging the core and upper body muscles to stabilize the weight This exercise not only helps build strength, but also improves balance and coordination, as well as helps to increase the level of muscular endurance"
1926,Dumbbell Thruster,Strength,Quadriceps,Push,Dumbbell,Intermediate,"The dumbbell thruster is a full-body exercise, combining the upper body push of a shoulder press with the lower body squat This core-strengthening exercise helps to build power and mobility and can be used as a great cardio vascular workout, as well as an effective way to burn fat and build muscle"
1927,Dumbbell Front Squat,Strength,Quadriceps,Squat,Dumbbell,Intermediate,"The dumbbell front squat is a compound exercise that targets the quads, inner thighs, hamstrings, and glutes, as well as stabilizes the core and upper body It is a great move for building strength and muscular endurance in the whole lower body and keeping the spine in a neutral position throughout the movement"
1928,Single-Arm Dumbbell Overhead Squat,Strength,Quadriceps,Squat,Dumbbell,Beginner,"The Single-Arm Dumbbell Overhead Squat is a compound exercise that works the full body, particularly the core, legs and shoulders It involves holding a dumbbell in one hand at an overhead position whilst squatting to a comfortable position with the same arm and leg It is a great exercise to build strength and stability throughout the body"
1929,Dumbbell Lateral Hop,Plyometrics,Quadriceps,Lunge,Dumbbell,Intermediate,"The Dumbbell Lateral Hop is an explosive exercise designed to improve power and strength in the lower body The movement consists of a lateral hop, involving the lateral movement of the feet and hips, while holding a pair of dumbbells It challenges functional stability through unilateral movements and provides a great dynamic warm up for the whole body"
1930,Dumbbell Lunge With Biceps Curl,Strength,Quadriceps,Lunge,Dumbbell,Intermediate,"Dumbbell Lunge With Biceps Curl is a great exercise to combine strength and cardio training in one workout It increases leg and core strength by performing lunges while simultaneously working the biceps by curling the weights This exercise focuses on building strength, increasing endurance, and improving balance And, because it is done using dumbbells, it allows for added flexibility when changing the direction of the lunge or intensity of the curl"
1931,Dumbbell Pistol Squat,Strength,Quadriceps,Squat,Dumbbell,Beginner,"The Dumbbell Pistol Squat is a great full-body exercise that helps strengthen and develop the lower body It requires body control, core strength, and balance It is done while holding a single dumbbell in one arm, with the other arm outstretched and placed in front for balance Flared feet should be placed in front as you lower yourself into a squat, pushing your hips back and reaching your glutes toward the floor A successful rep requires you to stand back up,"
1932,Dumbbell Squat Snatch,Strength,Quadriceps,Squat,Dumbbell,Beginner,"The Dumbbell Squat Snatch is a full-body exercise that combines proper squatting technique with a dynamic snatch motion It is an effective strength and conditioning movement for developing shoulder, core, and lower-body strength and can also be used as an exercise to improve Olympic weightlifting technique It is a challenging combination exercise that will help you build power, coordination, and mobility"
1933,Dumbbell Alternating Lunge,Strength,Quadriceps,Lunge,Dumbbell,Beginner,"The Dumbbell Alternating Lunge is a great full body exercise that builds strength, power, and increases coordination This movement works the quads, glutes, and core while also activating the entire lower body and challenging balance and stability It is an excellent exercise to include in any workout routine to improve your overall fitness"
1934,Dumbbell Jump Squat,Plyometrics,Quadriceps,Squat,Dumbbell,Intermediate,"Dumbbell Jump Squats is a dynamic, plyometric exercise that strengthens and builds leg muscles An explosive movement, you start in a squat position holding dumbbells and jump as high as possible, using the momentum of the jumps to lower the dumbbells back to the squat position It's an effective exercise to increase strength, power, and endurance, which can be used as an effective component of any interval and strength training program"
1935,Dumbbell Side Lunge,Strength,Quadriceps,Push,Dumbbell,Beginner,"The Dumbbell Side Lunge is a simple yet effective exercise that utilizes free-weights to target leg muscles and improve stability and core strength It builds strength within the quads, glutes, hamstrings, and core, and also improves balance It is a great exercise that can be modified to your own individual fitness level"
1936,Boss Everline Dumbbell Lunge Jump,Strength,Quadriceps,Lunge,Dumbbell,Intermediate,"The Boss Everline Dumbbell Lunge Jump is a compound exercise that combines lunges and dumbbell jumps It is a full body workout designed to increase strength and explosive power, while also building muscular endurance and improving balance and overall coordination The exercise is great for building muscle, burning fat, and increasing athleticism"
1937,Dumbbell Fix Dumbbell Split Squat,Strength,Quadriceps,Lunge,Dumbbell,Intermediate,"The Dumbbell Fix Dumbbell Split Squat is a full body exercise which incorporates multiple muscle groups in a lower body strengthening movement It is a unilateral squat variation which targets and strengthens the quads, glutes, hamstrings, and core muscles, while strengthening the hip and knee joints Utilizing a pair of dumbbells (one in each hand) the body is lowered into a half-lunge position where the back foot is elevated on a bench The body then"
1938,Single-Leg Dumbbell Romanian Deadlift,Strength,Quadriceps,Hinge,Dumbbell,Intermediate,"Single-Leg Dumbbell Romanian Deadlift is a great exercise for strengthening and toning the glutes and hamstrings This fitness movement requires you to stand on one leg while holding a dumbbell with both hands in front of your thigh As you slowly bend forward, maintain a slight bend in the knee of the non-supporting leg and keep your chest high, while straightening the opposite leg and lowering the dumbbell Squeeze your glutes as you slowly lift yourself back"
1939,Dumbbell Fix Dumbbell Alternating Reverse Lunge,Strength,Quadriceps,Lunge,Dumbbell,Intermediate,"Dumbbell Fix Dumbbell Alternating Reverse Lunge is an effective fitness exercise which strengthens multiple muscles It is an excellent exercise to build strength, balance, and stability in the legs, hips, and core The movement involves stepping backward alternating legs while holding dumbbells to perform a reverse lunge As you step, you should ensure that the back knee almost touches the ground and the front knee is above the ankle This movement is an effective exercise for improving leg strength, balance"
1940,Dumbbell Fix Turkish Get-Up,Strength,Quadriceps,Hinge,Dumbbell,Intermediate,"The Dumbbell Fix Turkish Get-Up (TGU) is a functional fitness movement that develops strength, mobility, stability and balance The movement combines a number of exercises, such as the Turkish Get-Up, the Deadlift, the High Pull, the Push-Up, and the Squat It is an incredibly versatile exercise that can be tailored to fit any fitness level, making it an ideal choice for anyone looking to get in shape"
1941,Seesaw Lunge,Strength,Quadriceps,Lunge,Dumbbell,Intermediate,"The Seesaw Lunge is a fitness movement that strengthens the legs and core muscles, as well as improving balance and coordination It is done by lunging forward while keeping the arms to each side, alternating between the left and right legs To add difficulty, a resistance band can be added for extra resistance This exercise is a great full body workout for all levels of fitness"
1942,Fyr Dumbbell Front Squat,Strength,Quadriceps,Squat,Dumbbell,Intermediate,"Fyr Dumbbell Front Squat is a fitness movement that strengthens the lower body, namely the quads, glutes, and hamstrings It involves holding two dumbbells in front of the body, then squatting down until the thighs are parallel to the ground This movement helps build strength and stability in the legs, while also increasing overall mobility, flexibility, and balance"
1943,Dumbbell Split Squat,Strength,Quadriceps,Push,Dumbbell,Beginner,"The Dumbbell Split Squat is an exercise that strengthens and tones the muscles of the lower body It involves standing with one leg forward and one leg back while holding a dumbbell in each hand, and then lowering your back knee towards the floor as you bend your front knee, then returning to the starting position It is an excellent full-body exercise that requires balance, power, and stability"
1944,Dumbbell Deadlift,Strength,Lower Back,Pull,Dumbbell,Beginner," The Dumbbell Deadlift is a functional fitness movement that strengthens the whole body, building core strength in particular This movement involves grabbing two dumbbells and standing upright, then while keeping the core tight, bending the hips to slowly lower the weights down to the ground before reversing the motion and standing back up It's important to ensure good form while performing the movement to ensure no back or knee injuries occur"
1945,Single-Arm Stiff-Legged Deadlift,Strength,Quadriceps,Hinge,Dumbbell,Intermediate,"The Single-Arm Stiff-Legged Deadlift is a great compound movement that targets the posterior chain, engaging muscles such as the glutes, hamstrings, and lower back This exercise requires a balance and coordination of the entire body, and makes use of a single dumbbell or kettlebell to isolate and build up the strength of the back"
1946,Hm Dumbbell Overhead Squat,Strength,Quadriceps,Squat,Dumbbell,Intermediate,"The Dumbbell Overhead Squat is part of the High-Movement fitness movement, which focuses on functional bodyweight exercises to improve overall fitness It is an effective full-body exercise that works the core, arms, legs, and shoulders all at once, and is often used as a foundational movement to increase mobility and strength This exercise helps to improve flexibility and balance, while increasing joint stability and strength"
1947,Hm Dumbbell Squat,Strength,Quadriceps,Squat,Dumbbell,Intermediate,"Hm Dumbbell Squat is a fitness movement that builds strength in the glutes, hamstrings, quads, and core muscles This exercise involves holding a set of dumbbells, squatting down, and then standing back up with the dumbbells placed on your shoulders This movement engages multiple core muscles and strengthens the legs and back muscles, helping to develop good form for other dynamic exercise movements It is suitable for all fitness levels and can easily be done at home"
1948,Uns Dumbbell Goblet Squat,Strength,Quadriceps,Squat,Dumbbell,Intermediate,"The Uns Dumbbell Goblet Squat is a functional fitness movement that works the entire body and helps build strength and balance It engages the core muscles, strengthens the legs and helps the body move through a full range of motions By performing this exercise with a dumbbell held in front of the chest, the lifter is challenged to stay balanced and complete a full squat with proper form This exercise is a great way to safely increase the load and challenge the body in order to improve"
1949,Single-Arm Dumbbell Snatch,Strength,Quadriceps,Pull,Dumbbell,Intermediate,"The Single-Arm Dumbbell Snatch fitness movement is an effective and popular total body exercise that helps to increase strength, power, and muscular endurance By explosively lifting a single dumbbell from the floor to an overhead position with one arm, it engages multiple muscle groups, including the hamstrings, glutes, core, back, shoulders, triceps, and biceps In addition, the unilateral nature of the exercise helps to improve strength and coordination on each side of the body"
1950,Kv Dumbbell Lunges,Strength,Quadriceps,Lunge,Dumbbell,Intermediate,"Kv Dumbbell Lunges is an innovative full-body fitness movement designed to target and strengthen your whole body It is effective at challenging your quads, hamstrings, and glutes, as well as your core and upper body by incorporating the use of a set of dumbbells while performing a lunge This movement is perfect for anyone looking to up their fitness game and challenge their whole body in a single exercise"
1951,Holman Squat To Biceps Curl,Strength,Quadriceps,Squat,Dumbbell,Intermediate,"The Holman Squat To Biceps Curl is a great full-body workout that combines squats and biceps curls in one motion It is designed to increase strength, balance, and coordination while developing the quads, glutes, and biceps As you perform the movement, start in a standing position with your feet slightly wider than shoulder-width apart, holding dumbbells in your hands Squat down until your thighs are parallel to the ground and stand back up while"
1952,Holman Burpee To Biceps Curl,Strength,Quadriceps,Push,Dumbbell,Intermediate,"Holman Burpee To Biceps Curl is a challenging full-body workout that combines a burpee with an explosive bicep curl This exercise is great for targeting multiple muscles, improving coordination and increasing power As an added benefit, this workout can also help to blast calories and burn fat It is a great exercise to add to any fitness routine"
1953,Holman Slow Weighted Reverse Lunge,Strength,Quadriceps,Lunge,Dumbbell,Intermediate,"The Holman Slow Weighted Reverse Lunge is a full-body exercise designed to improve strength and balance while also promoting proper alignment of the hips, knees, and ankles This movement utilizes a reverse lunge with a weight held in the goblet or farmer's carry positions to add resistance The tempo of the movement is intentionally slowed to help ensure that proper form is maintained throughout the entire progression of the exercise"
1954,Holman Slow Weighted Plie Squat,Strength,Quadriceps,Squat,Dumbbell,Intermediate,"The Holman Slow Weighted Plie Squat is a type of exercise designed to strengthen the muscles in the glutes, thighs, and core It is a slower-paced squat exercise, incorporating the use of weights like dumbbells, kettlebells, and medicine balls to challenge the body further This full-body movement targets multiple muscle groups and helps to improve balance, stability, and mobility, making it an ideal choice for those looking to increase overall strength and fitness"
1955,Holman Weighted Lunge Jump With Biceps Curl,Strength,Quadriceps,Lunge,Dumbbell,Intermediate,"The Holman Weighted Lunge Jump with Biceps Curl is an effective full-body workout It utilizes bodyweight and resistance exercise to work all of the major muscle groups including the arms, chest, hips, thighs and more, while challenging your balance and coordination The movement combines a dumbbell biceps curl with a Modified Lunge and Jump which activates the core, upper and lower body muscles by adding an explosive element to the traditional lunge This compound exercise increases calorie burn"
1956,Holman Left Reverse Lunge Chest Press To Left Knee-Up Chest Press,Strength,Quadriceps,Lunge,Dumbbell,Intermediate,"The Holman Left Reverse Lunge Chest Press To Left Knee-Up Chest Press is an innovative fitness movement that combines explosive squat jumps, an alternating chest press, and a powerful knee-up chest press This exercise works the core, glutes, quads, triceps, and shoulders, making it an effective compound exercise to help develop strength, power, and speed"
1957,Holman Weighted Lunge Jump With Chest Press,Strength,Quadriceps,Lunge,Dumbbell,Intermediate,"The Holman Weighted Lunge Jump With Chest Press is a great full-body exercise that helps strengthen your muscles and improve your cardiovascular health By taking a lunge stance with a weight held in both hands above your chest, you explosively jump up with your arms extended, completing the motion by lowering back into a lunge, all while pressing the weight up to the sky This exercise is great for increasing explosive power, muscular strength, and endurance"
1958,Holman Weighted Half Jack To Biceps Curl,Strength,Quadriceps,Pull,Dumbbell,Intermediate,"The Holman Weighted Half Jack To Biceps Curl is a dynamic full-body exercise that challenges balance, flexibility, coordination and strength This fitness movement develops the biceps and forearms by lifting a light or moderate weight in a biceps curl motion with an exaggerated downward swing It also engages core and leg muscles as you twist and balance on one foot, exhibiting emphasizing the effects of dynamic exercise and making it an exciting and challenging exercise for all fitness enthusiasts"
1959,Holman Weighted Half Jack To Chest Press,Strength,Quadriceps,Push,Dumbbell,Intermediate,"The Holman Weighted Half Jack to Chest Press is a full-body exercise that works your chest, shoulders, arms, back, and core It involves using a weighted ball or jack above and slightly behind your head, and then extending it up and across your body towards your chest This exercise helps to build strength and define your chest muscles while also improving your stability and posture"
1960,Holman 180 Jump To Renegade Side Raise,Strength,Quadriceps,Lunge,Dumbbell,Intermediate,"The Holman 180 Jump To Renegade Side Raise is a dynamic, functional fitness movement that combines strength, agility, control, and coordination It begins with an explosive 180 degree jump to then transition to a Renegade Side Raise, bringing the arms and hips close before pushing away and jumping back to the starting position When performed correctly, this movement can help build work capacity, power, balance, and core stability"
1961,Holman Right Reverse Lunge Biceps Curl To Right Knee-Up Biceps Curl,Strength,Quadriceps,Lunge,Dumbbell,Intermediate,"The Holman Right Reverse Lunge Biceps Curl To Right Knee-Up Biceps Curl is an explosive exercise that targets both the lower body and upper body This full body movement starts with a standard reverse lunge to the right, followed by a bicep curl using an adjustable dumbbell or kettlebell held at the chest level After the curl, the individual quickly brings the right knee up and then back down, finishing with a bicep curl This exercise"
1962,Holman Roll-Back To Squat Thrust To Renegade Row,Strength,Quadriceps,Push,Dumbbell,Intermediate,"The Holman Roll-Back To Squat Thrust To Renegade Row is a full body workout that strengthens and tones your abdominals, shoulders, arms, legs, and glutes It begins with a Holman Roll-Back to start, which works your core and shoulders primarily This is followed by a squat thrust, which simultaneously works your legs and core Finally, the exercise ends with a Renegade Row to target the back, biceps, and triceps, resulting in a"
1963,Holman Roll-Back To Squat Thrust To Renegade Triceps Press,Strength,Quadriceps,Hinge,Dumbbell,Intermediate,"The Holman Roll-Back To Squat Thrust To Renegade Triceps Press is a fitness movement that works a number of different muscle groups It starts with a roll-back to unleash stored energy in the hips, then moves into a squat thrust to fire the core and leg muscles, and finishes with a renegade triceps press to target the arms and give the body an overall workout"
1964,Holman Weighted Narrow Squat Jump,Strength,Quadriceps,Squat,Dumbbell,Intermediate,"The Holman Weighted Narrow Squat Jump is a fitness movement designed to improve muscle power and coordination It consists of quickly dropping down into a narrow squat position and jumping up explosively as high as possible, while holding a weight throughout the entire range of motion This movement helps to increase coordination and balance while also developing powerful legs, hip, and core muscles"
1965,Holman Diagonal Deadlift,Strength,Quadriceps,Hinge,Dumbbell,Intermediate,"The Holman Diagonal Deadlift is a form of resistance training created by professional trainer Josh Holman and used by top-level athletes The deadlift is an important movement to strengthen the hips, glutes, back, and core, and it's important for proper functional training to deadlift alongside a diagonal pattern The Holman Diagonal Deadlift targets the body in different directions, enabling athletes to get maximum functional results"
1966,Holman Weighted Burpee To Triceps Press,Strength,Quadriceps,Push,Dumbbell,Intermediate,"The Holman Weighted Burpee to Triceps Press is an intense, full-body workout that combines two popular exercises, the burpee and the triceps press It is great for strengthening the chest, shoulders, triceps, and core, while also getting in some high-intensity cardiovascular work The exercise begins with a burpee, followed by a triceps press with a weight This exercise is excellent for burning calories, increasing muscle mass, and improving balance and coordination"
1967,Holman Squat Thrust Overhead Press,Strength,Quadriceps,Squat,Dumbbell,Intermediate,"The Holman Squat Thrust Overhead Press is a full body workout that combines two classic exercises for a unique strengthand conditioning experience It starts with a squat thrust, then a press is added overhead as you jump up from the squat position The combination of the two exercises works multiple muscle groups at once and results in improved strength, power, and cardio"
1968,Holman Weighted Burpee To Chest Press,Strength,Quadriceps,Push,Dumbbell,Intermediate,"The Holman Weighted Burpee To Chest Press is a full-body, cardio-based fitness movement that combines explosive burpee reps with a chest press exercise This challenging, advanced workout works multiple muscles and increases strength, endurance, coordination, and cardiovascular fitness while helping to build muscle"
1969,Holman Squat To Right-Arm Overhead Press,Strength,Quadriceps,Squat,Dumbbell,Intermediate,"The Holman Squat To Right-Arm Overhead Press is a functional fitness movement used to target the full body at one time It combines a squat with a press overhead using your right arm, engaging your core, hips, and shoulders It develops balance and strength throughout the upper and lower body, and helps to develop better shoulder stability and coordination"
1970,Holman Right Lunge Jump With Right Overhead Press,Strength,Quadriceps,Lunge,Dumbbell,Intermediate,"The Holman Right Lunge Jump With Right Overhead Press is an intense full-body exercise that involves stepping forward with the right foot into a lunge, then driving up explosively and bringing the right arms overhead as you jump, pressing the right arm away from the body as you slightly twist the upper body to the right This exercise targets the quadriceps, glutes, shoulders, upper back and core for an all-in-one strength and cardio workout"
1971,Holman Left Lunge Jump With Left Overhead Press,Strength,Quadriceps,Lunge,Dumbbell,Intermediate,"The Holman Left Lunge Jump With Left Overhead Press is a dynamic exercise which involves doing a lunge jump into the air and pressing a weight with your left arm overhead as you land This combination of cardio and strength training is a great way to get your heart rate up, increase endurance, and develop strength and power throughout the entire body"
1972,Holman Heavy Hip Drive,Strength,Quadriceps,Hinge,Dumbbell,Intermediate,"Holman Heavy Hip Drive is a training and fitness movement that is based on the principles of muscle building and power lifting It focuses on building muscle and strength in the hips and glutes while increasing stability and balance The technique requires the use of standard barbells, dumbbells, and resistance bands It is becoming a popular way for athletes and fitness enthusiasts to strengthen their bodies and become more powerful"
1973,Holman Squat To Left-Arm Overhead Press,Strength,Quadriceps,Squat,Dumbbell,Intermediate,"The Holman Squat To Left-Arm Overhead Press is a full-body exercise that combines a squat with a press to target both major muscle groups in the lower body and upper body, as well as working the core It focuses on developing core strength, balance and muscular endurance, while simultaneously working the shoulders and the back"
1974,Holman Weighted Lunge Jump To Floor Lunge Jump,Strength,Quadriceps,Lunge,Dumbbell,Intermediate,"The Holman Weighted Lunge Jump To Floor Lunge Jump is a full-body conditioning exercise that emphasizes power, balance, and coordination It is performed by simultaneously jumping forward and lunging onto the floor, and then popping back up and repeating the same lunge on the opposing leg This workout improves strength, mobility, and endurance and requires the use of optional weighted dumbbells for added resistance"
1975,Holman Alternating Weighted Lunge Jump To Chest Press,Strength,Quadriceps,Lunge,Dumbbell,Intermediate,"The Holman Alternating Weighted Lunge Jump To Chest Press is a full body, explosive movement which involves taking alternating lunges while holding a weighted object, then jumping and pressing the object to the chest and extending the arms back out This is a great movement to incorporate into your fitness routine as it strengthens the lower and upper body, and also helps to improve your stamina and co-ordination"
1976,Holman Weighted Burpee To Overhead Alternating Reverse Lunge,Strength,Quadriceps,Lunge,Dumbbell,Intermediate,"The Holman Weighted Burpee To Overhead Alternating Reverse Lunge is a dynamic, full-body workout that combines the benefits of a burpee with the functional benefits of a lunge It is a great way to burn calories and improve muscular strength and endurance at the same time It helps to develop coordination, agility, balance, and builds explosive power in the lower body"
1977,Holman Weighted 180 Jump To Chest Press,Strength,Quadriceps,Push,Dumbbell,Intermediate,"The Holman Weighted 180 Jump To Chest Press is a full-body functional fitness movement that utilizes explosive jumps and pressing movements to build power, strength, and endurance levels It combines a 180 degree jump with a weighted chest press movement to improve balance, coordination, and core stability while strengthening the upper body and core This dynamic exercise is a great way to add a challenging and innovative workout to a traditional training routine"
1978,Holman Alternating Side Squat Overhead Press,Strength,Quadriceps,Squat,Dumbbell,Intermediate,"Holman Alternating Side Squat Overhead Press is a full body movement that focuses on strengthening the core and upper body while engaging the legs in an alternating lateral movement This exercise combines the squat and press movements into one, making it an effective way to improve overall balance and strength in a single workout"
1979,Holman Right Lunge With Right Biceps Curl,Strength,Quadriceps,Lunge,Dumbbell,Intermediate,"The Holman Right Lunge With Right Biceps Curl is an effective exercise used in functional fitness training This movement works several large muscle groups, including the quadriceps, calves, glutes, biceps and core, and strengthens the joints and muscles used in everyday human movement It can be used as part of an exercise routine targeted at improving agility, coordination, balance, flexibility, and strength"
1980,Holman Left Lunge With Left Biceps Curl,Strength,Quadriceps,Lunge,Dumbbell,Intermediate,"The Holman Left Lunge With Left Biceps Curl is an effective exercise for toning the lower body as well as the arms It involves stepping forward with the left foot into a lunge, curling the left bicep on the same side while keeping the knee aligned over the toe This movement targets the quadriceps, hamstrings, and biceps, making it a great exercise for overall muscular development and strengthening"
1981,Holman Squat Thrust To Alternating Front Raise,Strength,Quadriceps,Squat,Dumbbell,Intermediate,"Holman Squat Thrust To Alternating Front Raise is a dynamic full-body fitness movement that strengthens the major muscle groups of your legs, core, shoulders, and arms It combines a squat thrust exercise with alternating front shoulder raises to work your whole upper body and glutes while challenging your agility and balance It is a great way to increase your overall strength and power and is perfect for both beginner and advanced exercisers"
1982,Dumbbell Racked Reverse Lunge,Strength,Quadriceps,Lunge,Dumbbell,Intermediate,"The Dumbbell Racked Reverse Lunge is a full-body exercise that works several major muscle groups, including the glutes, hamstrings, quads, core, and shoulders It is a compound exercise which increases lower body and core strength while working on balance and stability It is an excellent way to work on strength, power, and agility by performing an explosive movement It is an effective way to simultaneously work multiple muscle groups which will help to improve overall fitness and athleticism"
